id,customer_code,first_name,last_name,email,phone,gender,date_of_birth,city,country,segment,registered_date,is_active,created_at,updated_at
4617,CUST-04617,Khải,Hoàng,khải.hoang5282@outlook.com,0360328659,Male,1994-09-02,Hà Nội,Vietnam,Corporate,2023-05-06,1,2023-05-06 09:00:00,2023-05-06 09:00:00
4618,CUST-04618,Trang,Phan,trang.phan627@outlook.com,0836163881,Other,2005-06-03,Đà Nẵng,Vietnam,Consumer,2024-07-02,1,2024-07-02 09:00:00,2024-07-02 09:00:00
4619,CUST-04619,Thành,Dương,thanh.duong4935@gmail.com,0835849688,Male,1961-09-02,Hà Nội,Vietnam,Consumer,2024-09-18,1,2024-09-18 09:00:00,2024-09-18 09:00:00
4620,CUST-04620,Thiên,Tô,thien.to9135@yahoo.com,0332205020,Other,1979-02-02,Biên Hòa,Vietnam,Corporate,2023-06-02,1,2023-06-02 09:00:00,2023-06-02 09:00:00
4621,CUST-04621,Nam,Đặng,nam.dang772@gmail.com,0368331955,Other,1995-10-01,Hải Phòng,Vietnam,Corporate,2024-05-08,1,2024-05-08 09:00:00,2024-05-08 09:00:00
4622,CUST-04622,Hiếu,Hồ,hieu.ho3412@gmail.com,0389285867,Male,1982-01-10,Mỹ Tho,Vietnam,Consumer,2023-06-11,0,2023-06-11 09:00:00,2023-06-11 09:00:00
4623,CUST-04623,Linh,Vũ,linh.vũ197@gmail.com,0795727380,Other,1977-06-14,Hà Nội,Vietnam,Corporate,2023-05-22,0,2023-05-22 09:00:00,2023-05-22 09:00:00
4624,CUST-04624,Thủy,Tô,thủy.to7728@outlook.com,0564697071,Female,1980-02-26,Hà Nội,Vietnam,Home Office,2024-08-16,1,2024-08-16 09:00:00,2024-08-16 09:00:00
4625,CUST-04625,Khải,Huỳnh,khải.huynh5435@hotmail.com,0815423735,Other,1967-05-17,TP. Hồ Chí Minh,Vietnam,Consumer,2024-04-12,1,2024-04-12 09:00:00,2024-04-12 09:00:00
4626,CUST-04626,Khoa,Huỳnh,khoa.huynh6356@yahoo.com,0894091122,Male,1971-08-25,TP. Hồ Chí Minh,Vietnam,Consumer,2024-07-01,1,2024-07-01 09:00:00,2024-07-01 09:00:00
4627,CUST-04627,Châu,Phạm,chau.phạm197@outlook.com,0780108867,Female,1974-08-14,Cần Thơ,Vietnam,Corporate,2023-09-24,1,2023-09-24 09:00:00,2023-09-24 09:00:00
4628,CUST-04628,Lâm,Hồ,lam.ho2778@yahoo.com,0864472126,Male,1981-05-08,TP. Hồ Chí Minh,Vietnam,Consumer,2023-02-09,1,2023-02-09 09:00:00,2023-02-09 09:00:00
4629,CUST-04629,Lan,Phan,lan.phan618@yahoo.com,0379284422,Female,1971-03-03,Hà Nội,Vietnam,Consumer,2023-02-22,0,2023-02-22 09:00:00,2023-02-22 09:00:00
4630,CUST-04630,Minh,Hoàng,minh.hoang214@yahoo.com,0333042322,Other,2002-02-08,Nha Trang,Vietnam,Consumer,2023-05-11,1,2023-05-11 09:00:00,2023-05-11 09:00:00
4631,CUST-04631,Hoàng,Tô,hoang.to9369@outlook.com,0581769933,Male,1978-07-19,Vinh,Vietnam,Consumer,2023-03-23,1,2023-03-23 09:00:00,2023-03-23 09:00:00
4632,CUST-04632,Duy,Nguyễn,duy.nguyen7252@yahoo.com,0940811556,Other,1983-01-22,Thái Bình,Vietnam,Consumer,2023-02-01,1,2023-02-01 09:00:00,2023-02-01 09:00:00
4633,CUST-04633,Vy,Võ,vy.võ3203@hotmail.com,0784835960,Other,2001-11-05,Hà Nội,Vietnam,Home Office,2024-07-19,1,2024-07-19 09:00:00,2024-07-19 09:00:00
4634,CUST-04634,Trọng,Phạm,trọng.phạm6992@gmail.com,0898197223,Male,1999-07-09,Biên Hòa,Vietnam,Home Office,2024-08-25,1,2024-08-25 09:00:00,2024-08-25 09:00:00
4635,CUST-04635,Khoa,Nguyễn,khoa.nguyen6268@hotmail.com,0581322370,Male,1973-05-13,Cần Thơ,Vietnam,Home Office,2023-01-27,0,2023-01-27 09:00:00,2023-01-27 09:00:00
4636,CUST-04636,Khoa,Đoàn,khoa.doan1232@outlook.com,0324624786,Other,1987-03-07,Biên Hòa,Vietnam,Consumer,2024-01-02,1,2024-01-02 09:00:00,2024-01-02 09:00:00
4637,CUST-04637,Anh,Hoàng,anh.hoang6356@gmail.com,0333324877,Male,1993-05-25,Hà Nội,Vietnam,Consumer,2024-06-24,1,2024-06-24 09:00:00,2024-06-24 09:00:00
4638,CUST-04638,Yến,Phạm,yen.phạm2215@yahoo.com,0564810945,Female,2002-10-13,Hà Nội,Vietnam,Consumer,2023-09-12,1,2023-09-12 09:00:00,2023-09-12 09:00:00
4639,CUST-04639,Trúc,Vũ,truc.vũ6509@outlook.com,0939801665,Female,1985-07-23,Hải Phòng,Vietnam,Corporate,2023-08-19,1,2023-08-19 09:00:00,2023-08-19 09:00:00
4640,CUST-04640,Vy,Ngô,vy.ngo9504@yahoo.com,0370709834,Other,1990-12-10,Hải Phòng,Vietnam,Consumer,2024-03-21,1,2024-03-21 09:00:00,2024-03-21 09:00:00
4641,CUST-04641,Lâm,Bùi,lam.bui5838@gmail.com,0566932405,Other,2002-05-04,Quy Nhơn,Vietnam,Corporate,2024-04-06,1,2024-04-06 09:00:00,2024-04-06 09:00:00
4642,CUST-04642,Phương,Đặng,phuong.dang5132@gmail.com,0972194050,Female,1960-10-16,TP. Hồ Chí Minh,Vietnam,Consumer,2024-03-02,1,2024-03-02 09:00:00,2024-03-02 09:00:00
4643,CUST-04643,Ánh,Trịnh,anh.trịnh1206@hotmail.com,0705517286,Female,1985-01-04,TP. Hồ Chí Minh,Vietnam,Consumer,2023-08-10,1,2023-08-10 09:00:00,2023-08-10 09:00:00
4644,CUST-04644,Vĩnh,Trần,vĩnh.tran3947@gmail.com,0345876054,Male,2003-10-22,TP. Hồ Chí Minh,Vietnam,Consumer,2024-02-04,1,2024-02-04 09:00:00,2024-02-04 09:00:00
4645,CUST-04645,Lâm,Phạm,lam.phạm5116@yahoo.com,0836874777,Male,1983-07-14,TP. Hồ Chí Minh,Vietnam,Consumer,2023-08-15,1,2023-08-15 09:00:00,2023-08-15 09:00:00
4646,CUST-04646,Hoa,Bùi,hoa.bui3279@hotmail.com,0704987820,Other,1994-08-07,Huế,Vietnam,Consumer,2023-04-06,1,2023-04-06 09:00:00,2023-04-06 09:00:00
4647,CUST-04647,Khải,Ngô,khải.ngo3882@outlook.com,0894016170,Male,1975-10-04,Quy Nhơn,Vietnam,Corporate,2024-01-25,1,2024-01-25 09:00:00,2024-01-25 09:00:00
4648,CUST-04648,Tùng,Lê,tung.le85@hotmail.com,0795191708,Male,1988-12-08,Thái Nguyên,Vietnam,Home Office,2023-04-02,1,2023-04-02 09:00:00,2023-04-02 09:00:00
4649,CUST-04649,Tùng,Võ,tung.võ1944@hotmail.com,0766578661,Male,1959-06-20,Hà Nội,Vietnam,Corporate,2023-02-06,1,2023-02-06 09:00:00,2023-02-06 09:00:00
4650,CUST-04650,Toàn,Võ,toan.võ9084@gmail.com,0344768983,Male,1965-06-20,Bắc Ninh,Vietnam,Consumer,2024-09-13,1,2024-09-13 09:00:00,2024-09-13 09:00:00
4651,CUST-04651,Sơn,Huỳnh,son.huynh3912@hotmail.com,0975838833,Male,1974-11-05,TP. Hồ Chí Minh,Vietnam,Consumer,2024-08-18,1,2024-08-18 09:00:00,2024-08-18 09:00:00
4652,CUST-04652,Hùng,Vũ,hung.vũ1541@hotmail.com,0705397054,Male,1972-10-14,Hải Phòng,Vietnam,Corporate,2024-04-07,1,2024-04-07 09:00:00,2024-04-07 09:00:00
4653,CUST-04653,Lan,Trần,lan.tran6842@hotmail.com,0904975679,Female,1987-08-22,Hà Nội,Vietnam,Consumer,2023-11-22,1,2023-11-22 09:00:00,2023-11-22 09:00:00
4654,CUST-04654,Sơn,Tô,son.to3814@hotmail.com,0795016767,Other,1989-07-28,Nha Trang,Vietnam,Consumer,2024-05-22,1,2024-05-22 09:00:00,2024-05-22 09:00:00
4655,CUST-04655,Lan,Võ,lan.võ8828@hotmail.com,0837745994,Female,1990-12-01,Hà Nội,Vietnam,Consumer,2023-04-08,0,2023-04-08 09:00:00,2023-04-08 09:00:00
4656,CUST-04656,Hải,Đỗ,hải.do3340@yahoo.com,0769708604,Male,1981-09-15,Đà Lạt,Vietnam,Consumer,2024-05-05,1,2024-05-05 09:00:00,2024-05-05 09:00:00
4657,CUST-04657,Lam,Hoàng,lam.hoang4735@yahoo.com,0861296359,Other,2003-09-08,Hải Phòng,Vietnam,Consumer,2024-06-09,1,2024-06-09 09:00:00,2024-06-09 09:00:00
4658,CUST-04658,Long,Trần,long.tran1562@gmail.com,0783606370,Male,1979-05-12,Bình Dương,Vietnam,Corporate,2023-03-24,0,2023-03-24 09:00:00,2023-03-24 09:00:00
4659,CUST-04659,Linh,Huỳnh,linh.huynh4421@yahoo.com,0832595748,Other,1971-08-12,TP. Hồ Chí Minh,Vietnam,Consumer,2023-02-26,0,2023-02-26 09:00:00,2023-02-26 09:00:00
4660,CUST-04660,Trang,Nguyễn,trang.nguyen2594@outlook.com,0788358681,Female,1980-08-23,Hà Nội,Vietnam,Consumer,2024-07-30,1,2024-07-30 09:00:00,2024-07-30 09:00:00
4661,CUST-04661,Trinh,Ngô,trinh.ngo4205@hotmail.com,0765038095,Female,1992-06-23,Vũng Tàu,Vietnam,Home Office,2023-03-29,1,2023-03-29 09:00:00,2023-03-29 09:00:00
4662,CUST-04662,Vy,Đặng,vy.dang1351@hotmail.com,0978701529,Female,1973-06-10,TP. Hồ Chí Minh,Vietnam,Corporate,2023-04-17,0,2023-04-17 09:00:00,2023-04-17 09:00:00
4663,CUST-04663,Lam,Hồ,lam.ho1632@yahoo.com,0387407794,Female,1985-03-07,TP. Hồ Chí Minh,Vietnam,Corporate,2023-11-27,1,2023-11-27 09:00:00,2023-11-27 09:00:00
4664,CUST-04664,Châu,Lý,chau.ly2704@outlook.com,0784926152,Female,1958-06-25,Hạ Long,Vietnam,Home Office,2023-09-01,1,2023-09-01 09:00:00,2023-09-01 09:00:00
4665,CUST-04665,Hùng,Hồ,hung.ho7192@yahoo.com,0893028439,Other,1978-04-10,TP. Hồ Chí Minh,Vietnam,Consumer,2023-12-11,1,2023-12-11 09:00:00,2023-12-11 09:00:00
4666,CUST-04666,Duy,Ngô,duy.ngo3642@hotmail.com,0840389173,Male,2005-09-19,Vũng Tàu,Vietnam,Corporate,2024-04-22,1,2024-04-22 09:00:00,2024-04-22 09:00:00
4667,CUST-04667,Long,Trịnh,long.trịnh2846@outlook.com,0946366983,Male,2000-06-21,Đà Nẵng,Vietnam,Consumer,2024-10-15,1,2024-10-15 09:00:00,2024-10-15 09:00:00
4668,CUST-04668,Lan,Tô,lan.to6857@hotmail.com,0386805373,Other,1968-04-07,Hải Phòng,Vietnam,Corporate,2024-06-22,1,2024-06-22 09:00:00,2024-06-22 09:00:00
4669,CUST-04669,Lam,Nguyễn,lam.nguyen6267@gmail.com,0968058925,Other,2001-12-13,Hải Phòng,Vietnam,Consumer,2023-01-26,1,2023-01-26 09:00:00,2023-01-26 09:00:00
4670,CUST-04670,Khánh,Bùi,khanh.bui6383@yahoo.com,0831542626,Other,1993-10-27,Đà Nẵng,Vietnam,Consumer,2024-06-22,1,2024-06-22 09:00:00,2024-06-22 09:00:00
4671,CUST-04671,Quân,Trần,quan.tran2645@gmail.com,0961612846,Other,2001-06-21,TP. Hồ Chí Minh,Vietnam,Consumer,2023-06-12,1,2023-06-12 09:00:00,2023-06-12 09:00:00
4672,CUST-04672,Khải,Hoàng,khải.hoang1460@outlook.com,0379108677,Other,1975-05-24,Hà Nội,Vietnam,Corporate,2023-04-08,1,2023-04-08 09:00:00,2023-04-08 09:00:00
4673,CUST-04673,Ngân,Dương,ngan.duong440@hotmail.com,0586574865,Female,1996-08-16,Thái Nguyên,Vietnam,Consumer,2023-11-24,1,2023-11-24 09:00:00,2023-11-24 09:00:00
4674,CUST-04674,Quỳnh,Đỗ,quynh.do343@outlook.com,0701622843,Female,1985-09-24,Vũng Tàu,Vietnam,Corporate,2023-12-21,1,2023-12-21 09:00:00,2023-12-21 09:00:00
4675,CUST-04675,Châu,Lý,chau.ly9909@yahoo.com,0323028532,Female,1983-07-19,Đà Lạt,Vietnam,Consumer,2024-05-05,1,2024-05-05 09:00:00,2024-05-05 09:00:00
4676,CUST-04676,Mỹ,Lý,my.ly6137@hotmail.com,0912641260,Female,2000-08-13,Hải Phòng,Vietnam,Consumer,2024-06-07,1,2024-06-07 09:00:00,2024-06-07 09:00:00
4677,CUST-04677,Giang,Ngô,giang.ngo2733@gmail.com,0360216979,Female,1980-10-01,Biên Hòa,Vietnam,Consumer,2023-07-14,1,2023-07-14 09:00:00,2023-07-14 09:00:00
4678,CUST-04678,Mai,Vũ,mai.vũ2138@gmail.com,0981121340,Other,1993-01-03,Đà Nẵng,Vietnam,Consumer,2024-01-28,1,2024-01-28 09:00:00,2024-01-28 09:00:00
4679,CUST-04679,Tùng,Hoàng,tung.hoang3195@gmail.com,0343702098,Other,1978-01-03,Quy Nhơn,Vietnam,Consumer,2024-09-03,1,2024-09-03 09:00:00,2024-09-03 09:00:00
4680,CUST-04680,Hùng,Hồ,hung.ho2057@hotmail.com,0987332006,Male,1997-04-14,Hà Nội,Vietnam,Home Office,2023-06-23,0,2023-06-23 09:00:00,2023-06-23 09:00:00
4681,CUST-04681,Dũng,Nguyễn,dũng.nguyen6411@hotmail.com,0364530762,Male,1976-04-07,TP. Hồ Chí Minh,Vietnam,Home Office,2024-07-16,1,2024-07-16 09:00:00,2024-07-16 09:00:00
4682,CUST-04682,Quỳnh,Dương,quynh.duong5380@outlook.com,0589299556,Female,2003-12-21,Hà Nội,Vietnam,Consumer,2023-04-24,1,2023-04-24 09:00:00,2023-04-24 09:00:00
4683,CUST-04683,Sơn,Hoàng,son.hoang1248@hotmail.com,0980242389,Male,1958-08-03,TP. Hồ Chí Minh,Vietnam,Consumer,2023-09-18,1,2023-09-18 09:00:00,2023-09-18 09:00:00
4684,CUST-04684,Khoa,Bùi,khoa.bui3875@outlook.com,0707099785,Other,1982-02-08,Huế,Vietnam,Corporate,2023-01-19,0,2023-01-19 09:00:00,2023-01-19 09:00:00
4685,CUST-04685,Sơn,Đinh,son.dinh9990@outlook.com,0933213596,Other,2000-08-24,Hà Nội,Vietnam,Corporate,2023-02-23,1,2023-02-23 09:00:00,2023-02-23 09:00:00
4686,CUST-04686,Khải,Hồ,khải.ho2780@yahoo.com,0563940717,Other,1982-07-02,TP. Hồ Chí Minh,Vietnam,Consumer,2023-10-10,1,2023-10-10 09:00:00,2023-10-10 09:00:00
4687,CUST-04687,Anh,Bùi,anh.bui744@yahoo.com,0853290282,Male,1961-10-26,Hà Nội,Vietnam,Consumer,2023-02-09,1,2023-02-09 09:00:00,2023-02-09 09:00:00
4688,CUST-04688,Tùng,Dương,tung.duong1594@hotmail.com,0914004895,Male,1972-11-09,Bắc Ninh,Vietnam,Consumer,2023-09-30,1,2023-09-30 09:00:00,2023-09-30 09:00:00
4689,CUST-04689,Toàn,Ngô,toan.ngo7404@gmail.com,0394700826,Other,2001-07-26,Thái Bình,Vietnam,Consumer,2023-03-18,0,2023-03-18 09:00:00,2023-03-18 09:00:00
4690,CUST-04690,Minh,Hoàng,minh.hoang9723@gmail.com,0828718274,Male,2000-12-02,Nha Trang,Vietnam,Consumer,2024-07-02,1,2024-07-02 09:00:00,2024-07-02 09:00:00
4691,CUST-04691,Vĩnh,Huỳnh,vĩnh.huynh7960@outlook.com,0323169474,Male,1965-06-28,TP. Hồ Chí Minh,Vietnam,Consumer,2023-05-16,0,2023-05-16 09:00:00,2023-05-16 09:00:00
4692,CUST-04692,Mai,Phạm,mai.phạm515@yahoo.com,0702706648,Female,1970-05-18,Cần Thơ,Vietnam,Consumer,2024-07-11,1,2024-07-11 09:00:00,2024-07-11 09:00:00
4693,CUST-04693,Duy,Huỳnh,duy.huynh6847@gmail.com,0940559550,Male,1971-04-05,Hà Nội,Vietnam,Corporate,2024-05-28,1,2024-05-28 09:00:00,2024-05-28 09:00:00
4694,CUST-04694,Phong,Nguyễn,phong.nguyen473@hotmail.com,0345727682,Male,1975-08-09,Cần Thơ,Vietnam,Corporate,2023-04-21,1,2023-04-21 09:00:00,2023-04-21 09:00:00
4695,CUST-04695,Lam,Phan,lam.phan8980@hotmail.com,0708970734,Female,1959-12-25,Huế,Vietnam,Consumer,2023-05-18,0,2023-05-18 09:00:00,2023-05-18 09:00:00
4696,CUST-04696,Long,Võ,long.võ2511@gmail.com,0709195759,Male,1994-12-01,Bình Dương,Vietnam,Consumer,2023-06-19,0,2023-06-19 09:00:00,2023-06-19 09:00:00
4697,CUST-04697,Khải,Đỗ,khải.do3324@yahoo.com,0817362305,Male,1961-12-28,Vũng Tàu,Vietnam,Consumer,2023-06-26,0,2023-06-26 09:00:00,2023-06-26 09:00:00
4698,CUST-04698,Trọng,Dương,trọng.duong3744@hotmail.com,0977661565,Male,2001-08-03,Biên Hòa,Vietnam,Consumer,2023-03-20,1,2023-03-20 09:00:00,2023-03-20 09:00:00
4699,CUST-04699,Mai,Đặng,mai.dang9112@hotmail.com,0784041471,Female,1988-08-27,TP. Hồ Chí Minh,Vietnam,Corporate,2024-06-14,1,2024-06-14 09:00:00,2024-06-14 09:00:00
4700,CUST-04700,Anh,Huỳnh,anh.huynh3086@gmail.com,0869452125,Male,1986-01-14,Nha Trang,Vietnam,Home Office,2024-07-15,1,2024-07-15 09:00:00,2024-07-15 09:00:00
4701,CUST-04701,Thanh,Lý,thanh.ly5817@outlook.com,0848581932,Female,1985-09-15,Vinh,Vietnam,Corporate,2023-05-27,1,2023-05-27 09:00:00,2023-05-27 09:00:00
4702,CUST-04702,Mỹ,Tô,my.to6245@hotmail.com,0565066011,Other,1980-02-03,Đà Nẵng,Vietnam,Consumer,2023-04-13,0,2023-04-13 09:00:00,2023-04-13 09:00:00
4703,CUST-04703,Thủy,Hoàng,thủy.hoang6071@gmail.com,0973714732,Female,1997-07-08,Hà Nội,Vietnam,Consumer,2023-07-16,1,2023-07-16 09:00:00,2023-07-16 09:00:00
4704,CUST-04704,Minh,Trần,minh.tran7284@outlook.com,0839888710,Male,1975-04-28,TP. Hồ Chí Minh,Vietnam,Consumer,2023-01-10,0,2023-01-10 09:00:00,2023-01-10 09:00:00
4705,CUST-04705,Quỳnh,Trịnh,quynh.trịnh613@outlook.com,0372711332,Female,1992-12-20,Bình Dương,Vietnam,Consumer,2024-05-28,1,2024-05-28 09:00:00,2024-05-28 09:00:00
4706,CUST-04706,Toàn,Đỗ,toan.do5351@outlook.com,0980891776,Other,2005-12-19,Vũng Tàu,Vietnam,Consumer,2024-07-15,1,2024-07-15 09:00:00,2024-07-15 09:00:00
4707,CUST-04707,Hằng,Hồ,hằng.ho846@hotmail.com,0366265826,Other,1990-02-21,TP. Hồ Chí Minh,Vietnam,Corporate,2023-05-10,1,2023-05-10 09:00:00,2023-05-10 09:00:00
4708,CUST-04708,Mai,Hồ,mai.ho6657@yahoo.com,0358585218,Female,1980-07-07,Đà Nẵng,Vietnam,Consumer,2023-06-03,0,2023-06-03 09:00:00,2023-06-03 09:00:00
4709,CUST-04709,Hằng,Trần,hằng.tran9628@yahoo.com,0817209480,Female,2003-06-15,Vũng Tàu,Vietnam,Consumer,2024-08-28,1,2024-08-28 09:00:00,2024-08-28 09:00:00
4710,CUST-04710,Trọng,Lý,trọng.ly4233@outlook.com,0828455576,Other,1972-04-27,Vinh,Vietnam,Home Office,2024-02-24,1,2024-02-24 09:00:00,2024-02-24 09:00:00
4711,CUST-04711,Ánh,Trần,anh.tran6689@outlook.com,0825211095,Other,1979-07-26,TP. Hồ Chí Minh,Vietnam,Consumer,2023-04-23,1,2023-04-23 09:00:00,2023-04-23 09:00:00
4712,CUST-04712,Trọng,Đinh,trọng.dinh223@gmail.com,0941536096,Male,1999-04-21,TP. Hồ Chí Minh,Vietnam,Corporate,2024-01-08,1,2024-01-08 09:00:00,2024-01-08 09:00:00
4713,CUST-04713,Sơn,Hoàng,son.hoang5063@yahoo.com,0792925188,Male,1967-12-01,Vinh,Vietnam,Consumer,2023-06-12,1,2023-06-12 09:00:00,2023-06-12 09:00:00
4714,CUST-04714,Hùng,Hồ,hung.ho2227@gmail.com,0967876886,Male,1992-06-26,Quy Nhơn,Vietnam,Consumer,2024-10-24,1,2024-10-24 09:00:00,2024-10-24 09:00:00
4715,CUST-04715,Tuấn,Võ,tuan.võ4024@yahoo.com,0339182812,Male,2001-07-14,TP. Hồ Chí Minh,Vietnam,Home Office,2024-02-11,1,2024-02-11 09:00:00,2024-02-11 09:00:00
4716,CUST-04716,Sơn,Vũ,son.vũ2681@yahoo.com,0342303672,Male,1960-09-03,Đà Nẵng,Vietnam,Consumer,2023-08-23,1,2023-08-23 09:00:00,2023-08-23 09:00:00
4717,CUST-04717,Thanh,Tô,thanh.to6008@yahoo.com,0851926009,Female,1987-06-27,Nha Trang,Vietnam,Consumer,2023-05-17,1,2023-05-17 09:00:00,2023-05-17 09:00:00
4718,CUST-04718,Duy,Phan,duy.phan2604@gmail.com,0943449560,Male,1989-07-12,Buôn Ma Thuột,Vietnam,Consumer,2024-06-15,1,2024-06-15 09:00:00,2024-06-15 09:00:00
4719,CUST-04719,Hùng,Đỗ,hung.do4613@hotmail.com,0849489830,Other,1962-09-01,Nam Định,Vietnam,Consumer,2024-03-11,1,2024-03-11 09:00:00,2024-03-11 09:00:00
4720,CUST-04720,Thu,Nguyễn,thu.nguyen7998@gmail.com,0387779386,Female,1975-03-02,TP. Hồ Chí Minh,Vietnam,Consumer,2023-01-08,0,2023-01-08 09:00:00,2023-01-08 09:00:00
4721,CUST-04721,Hưng,Hồ,hung.ho8820@hotmail.com,0945741228,Other,1974-05-10,Đà Nẵng,Vietnam,Consumer,2023-06-23,0,2023-06-23 09:00:00,2023-06-23 09:00:00
4722,CUST-04722,Ánh,Phan,anh.phan9892@yahoo.com,0365517419,Female,1963-11-24,Nha Trang,Vietnam,Consumer,2024-07-25,1,2024-07-25 09:00:00,2024-07-25 09:00:00
4723,CUST-04723,Hải,Lê,hải.le4021@yahoo.com,0588753421,Male,1979-05-22,TP. Hồ Chí Minh,Vietnam,Corporate,2023-08-08,1,2023-08-08 09:00:00,2023-08-08 09:00:00
4724,CUST-04724,Mai,Bùi,mai.bui6126@hotmail.com,0587749690,Female,1974-07-07,TP. Hồ Chí Minh,Vietnam,Home Office,2024-04-07,1,2024-04-07 09:00:00,2024-04-07 09:00:00
4725,CUST-04725,Ngọc,Trịnh,ngọc.trịnh2342@outlook.com,0948578398,Other,1986-08-07,Hà Nội,Vietnam,Consumer,2023-08-08,1,2023-08-08 09:00:00,2023-08-08 09:00:00
4726,CUST-04726,Hoàng,Trịnh,hoang.trịnh7658@hotmail.com,0586215415,Male,1994-01-15,Thái Nguyên,Vietnam,Corporate,2024-08-15,1,2024-08-15 09:00:00,2024-08-15 09:00:00
4727,CUST-04727,Toàn,Đoàn,toan.doan8783@hotmail.com,0975009159,Male,1991-04-05,TP. Hồ Chí Minh,Vietnam,Consumer,2024-03-30,1,2024-03-30 09:00:00,2024-03-30 09:00:00
4728,CUST-04728,Mai,Đoàn,mai.doan8570@outlook.com,0934703969,Female,1971-06-20,Nam Định,Vietnam,Consumer,2023-12-01,1,2023-12-01 09:00:00,2023-12-01 09:00:00
4729,CUST-04729,Diệu,Nguyễn,dieu.nguyen2423@outlook.com,0937243992,Female,2004-07-13,Hà Nội,Vietnam,Corporate,2024-10-21,1,2024-10-21 09:00:00,2024-10-21 09:00:00
4730,CUST-04730,Hùng,Lý,hung.ly5913@outlook.com,0984164879,Male,1961-05-13,Hà Nội,Vietnam,Home Office,2023-03-11,1,2023-03-11 09:00:00,2023-03-11 09:00:00
4731,CUST-04731,Kiên,Đinh,kien.dinh9343@yahoo.com,0984752112,Male,1986-04-25,Đà Nẵng,Vietnam,Consumer,2024-08-18,1,2024-08-18 09:00:00,2024-08-18 09:00:00
4732,CUST-04732,Thu,Đoàn,thu.doan7715@yahoo.com,0943918785,Female,1993-09-07,Hà Nội,Vietnam,Consumer,2023-02-01,1,2023-02-01 09:00:00,2023-02-01 09:00:00
4733,CUST-04733,Hạnh,Hoàng,hạnh.hoang9473@outlook.com,0847903540,Other,2004-11-17,Bắc Ninh,Vietnam,Consumer,2023-06-03,1,2023-06-03 09:00:00,2023-06-03 09:00:00
4734,CUST-04734,Kiên,Trịnh,kien.trịnh8040@hotmail.com,0584861838,Male,2002-10-04,Hà Nội,Vietnam,Corporate,2023-12-12,1,2023-12-12 09:00:00,2023-12-12 09:00:00
4735,CUST-04735,Vĩnh,Đinh,vĩnh.dinh7977@gmail.com,0867966682,Other,2004-03-12,Nha Trang,Vietnam,Consumer,2024-01-17,1,2024-01-17 09:00:00,2024-01-17 09:00:00
4736,CUST-04736,Tâm,Huỳnh,tam.huynh3980@hotmail.com,0857184301,Male,1982-07-16,Hải Phòng,Vietnam,Consumer,2024-09-09,1,2024-09-09 09:00:00,2024-09-09 09:00:00
4737,CUST-04737,Quân,Phạm,quan.phạm8281@yahoo.com,0586199062,Male,1983-12-27,TP. Hồ Chí Minh,Vietnam,Consumer,2023-06-11,1,2023-06-11 09:00:00,2023-06-11 09:00:00
4738,CUST-04738,Khoa,Lê,khoa.le8412@hotmail.com,0937566717,Male,1977-11-02,Biên Hòa,Vietnam,Home Office,2023-02-02,0,2023-02-02 09:00:00,2023-02-02 09:00:00
4739,CUST-04739,Ngân,Bùi,ngan.bui3771@yahoo.com,0384264335,Female,1966-07-01,Hà Nội,Vietnam,Home Office,2024-03-26,1,2024-03-26 09:00:00,2024-03-26 09:00:00
4740,CUST-04740,Vĩnh,Nguyễn,vĩnh.nguyen6659@outlook.com,0565620098,Male,1971-07-25,Hà Nội,Vietnam,Consumer,2024-05-21,1,2024-05-21 09:00:00,2024-05-21 09:00:00
4741,CUST-04741,Thiên,Đỗ,thien.do1087@hotmail.com,0783276289,Male,1989-02-01,Huế,Vietnam,Consumer,2023-08-13,1,2023-08-13 09:00:00,2023-08-13 09:00:00
4742,CUST-04742,Quân,Phan,quan.phan7343@outlook.com,0931922671,Male,1973-12-13,Nha Trang,Vietnam,Consumer,2024-01-17,1,2024-01-17 09:00:00,2024-01-17 09:00:00
4743,CUST-04743,Hải,Lý,hải.ly9422@gmail.com,0904455766,Other,1968-06-07,Hạ Long,Vietnam,Corporate,2024-01-21,1,2024-01-21 09:00:00,2024-01-21 09:00:00
4744,CUST-04744,Hải,Vũ,hải.vũ9079@gmail.com,0337491619,Other,1968-02-12,Thái Bình,Vietnam,Consumer,2024-10-18,1,2024-10-18 09:00:00,2024-10-18 09:00:00
4745,CUST-04745,Vy,Nguyễn,vy.nguyen8588@yahoo.com,0913506158,Female,2005-09-28,Hà Nội,Vietnam,Consumer,2024-07-01,1,2024-07-01 09:00:00,2024-07-01 09:00:00
4746,CUST-04746,Thành,Đỗ,thanh.do8849@gmail.com,0817200805,Other,1990-05-28,Đà Nẵng,Vietnam,Consumer,2024-08-06,1,2024-08-06 09:00:00,2024-08-06 09:00:00
4747,CUST-04747,Ngân,Nguyễn,ngan.nguyen8022@outlook.com,0812034476,Other,2001-02-11,TP. Hồ Chí Minh,Vietnam,Consumer,2024-04-14,1,2024-04-14 09:00:00,2024-04-14 09:00:00
4748,CUST-04748,Mai,Lê,mai.le374@hotmail.com,0581141064,Female,1958-01-22,TP. Hồ Chí Minh,Vietnam,Home Office,2023-02-17,0,2023-02-17 09:00:00,2023-02-17 09:00:00
